rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
3664.699999809265,{worker_id:574ce0a57fd0ec000db73aa6},id_enter,3668,object_07c.png; object_04a.png; object_05c.png; object_03b.png; object_02a.png; object_05a.png; object_10b.png; object_12c.png; object_13c.png; object_09b.png; object_13b.png; object_01b.png; object_07a.png; object_01a.png; object_08a.png,object_15a.png; object_02b.png; object_15c.png; object_06c.png; object_11a.png; object_11b.png; object_09a.png; object_01c.png; object_06a.png; object_04c.png; object_08c.png; object_12a.png; object_15b.png; object_05b.png; object_06b.png,object_04b.png; object_12b.png; object_14b.png; object_02c.png; object_03c.png; object_08b.png; object_11c.png; object_09c.png; object_13a.png; object_10c.png; object_14a.png; object_03a.png; object_14c.png; object_07b.png; object_10a.png,,,,,,,,,,,,,,,,,,,,,,,
12416.699999809265,,make_fullscreen,16089,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,
1728,,instruct_1,17830,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,
7686.099999904633,,instruct_2,25526,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
7099.599999904633,,instruct_3,32627,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
11373.199999809265,,instruct_4,44009,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
7412.199999809265,,instruct_5,51423,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
2307.600000143051,,instruct_6,53733,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
20975.10000014305,,instruct_7,74710,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,75258,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
632.2999999523163,,prac_atten_color,76124,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,78128,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,78670,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
661.9000000953674,,prac_atten_color,79668,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,
