rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
8028.799999982119,{worker_id:67d0a4ccb5587fff790273a7},id_enter,8035,object_10a.png; object_02c.png; object_10b.png; object_10c.png; object_12c.png; object_14c.png; object_07b.png; object_07a.png; object_11b.png; object_01a.png; object_03b.png; object_01b.png; object_13a.png; object_02a.png; object_03a.png,object_11c.png; object_15a.png; object_06c.png; object_04b.png; object_09c.png; object_11a.png; object_06a.png; object_13c.png; object_15c.png; object_05a.png; object_12a.png; object_01c.png; object_02b.png; object_05b.png; object_13b.png,object_08c.png; object_03c.png; object_15b.png; object_06b.png; object_12b.png; object_05c.png; object_09b.png; object_04a.png; object_07c.png; object_14a.png; object_04c.png; object_14b.png; object_09a.png; object_08b.png; object_08a.png,interleaved,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36,4/28/2025, 11:45:48 AM,2025-04-28 16:45:48.943,,,,,,,,,,,,,,,,,,,,,,,,,,,
31555.20000001788,,make_fullscreen,39596,,,,,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,,,,,
10948.800000011921,,instruct_1,50547,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
51190.59999999404,,instruct_2,101739,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
18030.69999998808,,instruct_3,119771,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
52582.09999999404,,instruct_4,172354,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
33759,,instruct_5,206115,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
6509.9000000059605,,instruct_6,212627,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
53165.80000001192,,instruct_7,265795,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,266379,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,267222,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
250.09999999403954,,prac_atten_color_black,269227,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,269815,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,270296,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
490.5,,prac_atten_color_black,272306,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,273250,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,273719,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
467.69999998807907,,prac_atten_color_black,275730,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
