rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice
4168.299999952316,{worker_id:6063737f1039adcbf6428ac2},id_enter,4171,object_03b.png; object_11a.png; object_05b.png; object_10b.png; object_09b.png; object_12c.png; object_06c.png; object_08a.png; object_12a.png; object_12b.png; object_11c.png; object_04a.png; object_13a.png; object_02a.png; object_07c.png,object_08c.png; object_03a.png; object_08b.png; object_09c.png; object_10c.png; object_06a.png; object_01a.png; object_07b.png; object_11b.png; object_02c.png; object_02b.png; object_14a.png; object_01c.png; object_04c.png; object_15b.png,object_14b.png; object_15a.png; object_03c.png; object_15c.png; object_09a.png; object_05a.png; object_01b.png; object_07a.png; object_04b.png; object_13b.png; object_13c.png; object_06b.png; object_05c.png; object_10a.png; object_14c.png,blocked,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0,4/28/2025, 12:32:01 PM,2025-04-28 16:32:01.497,,,,,,,,,,,,,,,
6900.5,,make_fullscreen,11085,,,,,,,,fullscreen,0,,,,,,,,,,,,,
2199.5,,instruct_1,13286,,,,,,,,instruct,0,Next,,,,,,,,,,,,
9664.800000190735,,instruct_2,22952,,,,,,,,instruct,1,Next,,,,,,,,,,,,
3095.2000000476837,,instruct_3,26049,,,,,,,,instruct,1,Next,,,,,,,,,,,,
12835.399999856949,,instruct_4,38886,,,,,,,,instruct,1,Next,,,,,,,,,,,,
4219.700000047684,,instruct_5,43107,,,,,,,,instruct,1,Next,,,,,,,,,,,,
1520.6000001430511,,instruct_6,44629,,,,,,,,instruct,1,Next,,,,,,,,,,,,
27761.900000095367,,instruct_7,72392,,,,,,,,instruct,1,Next,,,,,,,,,,,,
null,,prac_atten_color_black,73313,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
