rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice
9139.299999982119,{worker_id:6503144f9a10397111eb3eb9},id_enter,9149,object_08c.png; object_13b.png; object_10b.png; object_10a.png; object_12b.png; object_01b.png; object_04a.png; object_06a.png; object_11a.png; object_02c.png; object_04c.png; object_08b.png; object_14a.png; object_15a.png; object_13c.png,object_11c.png; object_03a.png; object_05a.png; object_05c.png; object_07b.png; object_03c.png; object_11b.png; object_15b.png; object_09a.png; object_12a.png; object_02b.png; object_13a.png; object_09b.png; object_07a.png; object_05b.png,object_02a.png; object_01c.png; object_04b.png; object_10c.png; object_07c.png; object_08a.png; object_06b.png; object_14c.png; object_01a.png; object_06c.png; object_14b.png; object_15c.png; object_03b.png; object_12c.png; object_09c.png,interleaved,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36,5/2/2025, 3:16:33 PM,2025-05-02 19:16:33.989,,,,,,,,,,,,,,,
13216.40000000596,,make_fullscreen,22381,,,,,,,,fullscreen,0,,,,,,,,,,,,,
8720,,instruct_1,31105,,,,,,,,instruct,0,Next,,,,,,,,,,,,
9816.90000000596,,instruct_2,40925,,,,,,,,instruct,1,Next,,,,,,,,,,,,
28394.899999976158,,instruct_3,69321,,,,,,,,instruct,1,Next,,,,,,,,,,,,
19253.40000000596,,instruct_4,88576,,,,,,,,instruct,1,Next,,,,,,,,,,,,
9666.5,,instruct_5,98244,,,,,,,,instruct,1,Next,,,,,,,,,,,,
6796.199999988079,,instruct_6,105041,,,,,,,,instruct,1,Next,,,,,,,,,,,,
26163.59999999404,,instruct_7,131206,,,,,,,,instruct,1,Next,,,,,,,,,,,,
null,,prac_atten_color_black,131836,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,132611,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
304.80000001192093,,prac_atten_color_black,134613,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
10132,,attentioncheck_help,144746,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_atten_color_black,145376,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,145979,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
103.09999999403954,,prac_atten_color_black,147981,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,148783,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
522.0999999940395,,prac_atten_color,149319,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,151320,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,152203,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,152707,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
3.199999988079071,,prac_atten_color_black,154710,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,155612,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,156102,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
527.3999999761581,,prac_atten_color_black,158104,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,159019,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
666,,prac_atten_color,159886,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,161888,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,162426,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
548.3000000119209,,prac_atten_color,163292,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,165293,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,165830,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,166283,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
208.90000000596046,,prac_atten_color_black,168295,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,169247,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
528.0999999940395,,prac_atten_color,170174,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,172176,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,172653,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,173075,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
558.9000000059605,,prac_atten_color_black,175078,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
6583.5,,attentioncheck_feedback,181663,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,
12128,,last_instruct,193792,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),197294,,,,,,,,black_plus_sign,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_black_cross(without_color),197889,,,,,,,,blue,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,198396,,,,,,,,blue,,,null,object_07a.png,object_12c.png,,,,,,,,,
955.7999999821186,,prac_rt_thecrossant_black,199806,,,,,,,,black_plus_sign,,,50,,,0,0,,,,,,,
null,,prac_color_black,199909,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),203411,,,,,,,,black_plus_sign,,,null,object_09b.png,object_03b.png,,,,,,,,,
null,,black_cross(without_color)1,204054,,,,,,,,green,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,204556,,,,,,,,green,,,null,object_09b.png,object_03b.png,,,,,,,,,
1154.4000000059605,,prac_rt_thecrossant_black,206142,,,,,,,,black_plus_sign,,,50,,,1,0.5,,,,,,,
null,,prac_color_black,206244,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),209747,,,,,,,,black_plus_sign,,,null,object_12a.png,object_06c.png,,,,,,,,,
null,,black_cross(without_color)1,210391,,,,,,,,green,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,210893,,,,,,,,blue,,,null,object_12a.png,object_06c.png,,,,,,,,,
652.5,,prac_rt_thecrossant_black,211957,,,,,,,,black_plus_sign,,,49,,,1,0.6666666666666666,,,,,,,
null,,prac_color_black,212059,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),215561,,,,,,,,black_plus_sign,,,null,object_10a.png,object_05c.png,,,,,,,,,
null,,black_cross(without_color)1,216205,,,,,,,,green,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,216707,,,,,,,,blue,,,null,object_10a.png,object_05c.png,,,,,,,,,
1690.7999999821186,,prac_rt_thecrossant_black,217928,,,,,,,,black_plus_sign,,,49,,,1,0.75,,,,,,,
null,,prac_color_black,218031,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
5837,,instruct_dir_01,223869,,,,,,,,instruct,0,Next,,,,,,,,,,,,
11937.799999982119,,instruct_dir_2,235808,,,,,,,,instruct,1,Next,,,,,,,,,,,,
11768.59999999404,,instruct_dir_3,247578,,,,,,,,instruct,1,Next,,,,,,,,,,,,
17008.600000023842,,instruct_dir_4,264588,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,264689,,,,,,,,<p></p>,,,null,,,,,,,,,,,
2328.2999999821186,,intro_0,267018,,,,,,,,instruct,,,32,,,,,,,,,,,
4070.300000011921,,prac_directmemory_phase,271089,,,,,,,,practice/object_02a.png,,,50,,,1,,practice/object_01a.png,practice/object_02b.png,practice/object_01b.png,practice/object_02b.png,1,1,
2512.5999999940395,,prac_directmemory_phase,273605,,,,,,,,practice/object_01a.png,,,50,,,1,,practice/object_02a.png,practice/object_01b.png,practice/object_03b.png,practice/object_01b.png,1,1,
2170.300000011921,,prac_directmemory_phase,275776,,,,,,,,practice/object_03a.png,,,49,,,0,,practice/object_02b.png,practice/object_02a.png,practice/object_03b.png,practice/object_03b.png,0,0.6666666666666666,
3157.2000000178814,,prac_directmemory_phase,278935,,,,,,,,practice/object_04a.png,,,51,,,0,,practice/object_04b.png,practice/object_01b.png,practice/object_03a.png,practice/object_04b.png,0,0.5,
7337.9000000059605,,practice_feedback_force_restart,286274,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1
2286.5999999940395,,last_instruct,288562,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),292069,,,,,,,,black_plus_sign,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_black_cross(without_color),292663,,,,,,,,blue,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,293164,,,,,,,,blue,,,null,object_07a.png,object_12c.png,,,,,,,,,
1994.4000000059605,,prac_rt_thecrossant_black,294573,,,,,,,,black_plus_sign,,,50,,,0,0.6,,,,,,,
null,,prac_color_black,294676,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),298178,,,,,,,,black_plus_sign,,,null,object_09b.png,object_03b.png,,,,,,,,,
null,,black_cross(without_color)1,298821,,,,,,,,green,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,299322,,,,,,,,green,,,null,object_09b.png,object_03b.png,,,,,,,,,
null,,prac_rt_thecrossant_black,300408,,,,,,,,black_plus_sign,,,null,,,,0.6,,,,,,,
null,,warning_page,305411,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,305512,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),309025,,,,,,,,black_plus_sign,,,null,object_12a.png,object_06c.png,,,,,,,,,
null,,black_cross(without_color)1,309669,,,,,,,,green,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,310171,,,,,,,,blue,,,null,object_12a.png,object_06c.png,,,,,,,,,
1190.0999999940395,,prac_rt_thecrossant_black,311678,,,,,,,,black_plus_sign,,,50,,,0,0.5,,,,,,,
null,,warning_page,316680,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,316782,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),320285,,,,,,,,black_plus_sign,,,null,object_10a.png,object_05c.png,,,,,,,,,
null,,black_cross(without_color)1,320928,,,,,,,,green,,,null,object_07a.png,object_12c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,321429,,,,,,,,blue,,,null,object_10a.png,object_05c.png,,,,,,,,,
1088.7999999821186,,prac_rt_thecrossant_black,322522,,,,,,,,black_plus_sign,,,49,,,1,0.5714285714285714,,,,,,,
null,,prac_color_black,322623,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
4767.0999999940395,,instruct_dir_01,327392,,,,,,,,instruct,0,Next,,,,,,,,,,,,
