rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
7080.799999952316,{worker_id:5c101f812a1a620001f04007},id_enter,7083,object_02c.png; object_10a.png; object_12a.png; object_07a.png; object_01b.png; object_08a.png; object_14b.png; object_01a.png; object_06a.png; object_15c.png; object_05a.png; object_03b.png; object_13c.png; object_11a.png; object_07c.png,object_02a.png; object_06c.png; object_12b.png; object_09b.png; object_03c.png; object_07b.png; object_08c.png; object_01c.png; object_05b.png; object_15b.png; object_15a.png; object_11c.png; object_13b.png; object_09c.png; object_06b.png,object_12c.png; object_03a.png; object_04c.png; object_13a.png; object_04b.png; object_14a.png; object_08b.png; object_10b.png; object_05c.png; object_10c.png; object_09a.png; object_11b.png; object_04a.png; object_02b.png; object_14c.png,,,,,,,,,,,,,,,,,,,,,,,
105191.40000009537,,make_fullscreen,112280,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,
5665.900000095367,,instruct_1,117949,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,
12766.400000095367,,instruct_2,130717,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
8611.200000047684,,instruct_3,139330,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
23475.200000047684,,instruct_4,162806,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
12230.900000095367,,instruct_5,175039,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
4928.300000190735,,instruct_6,179969,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
39087.09999990463,,instruct_7,219057,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,219495,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,220461,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,
123.10000014305115,,prac_atten_color_black,222464,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,222902,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,223321,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,
347.60000014305115,,prac_atten_color_black,225323,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,226307,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,226817,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,
283.59999990463257,,prac_atten_color_black,228819,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,229714,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,230244,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,
750.9000000953674,,prac_atten_color_black,232246,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,233127,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,233563,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,
505,,prac_atten_color_black,235564,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,236534,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,237281,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,
177.40000009536743,,prac_atten_color_black,239282,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,239939,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,
