rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
11957,{worker_id:67cf70ec9741a100ffc7f570},id_enter,11962,object_07b.png; object_12b.png; object_02b.png; object_04b.png; object_03c.png; object_04a.png; object_13b.png; object_09a.png; object_02a.png; object_14b.png; object_11c.png; object_10c.png; object_13a.png; object_08b.png; object_11a.png,object_05c.png; object_01a.png; object_09c.png; object_11b.png; object_12c.png; object_07a.png; object_13c.png; object_02c.png; object_03a.png; object_06a.png; object_05b.png; object_03b.png; object_07c.png; object_01c.png; object_15b.png,object_06c.png; object_08c.png; object_14c.png; object_05a.png; object_06b.png; object_09b.png; object_15c.png; object_04c.png; object_01b.png; object_10b.png; object_14a.png; object_08a.png; object_12a.png; object_15a.png; object_10a.png,blocked,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36,5/11/2025, 6:56:11 PM,2025-05-11 23:56:11.013,,,,,,,,,,,,,,,,,,,,,,,,,,
5993.5,,make_fullscreen,17973,,,,,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,,,,
1785.800000011921,,instruct_1,19764,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
1436.7999999970198,,instruct_2,21205,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
1274.2999999970198,,instruct_3,22483,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
3542.7000000029802,,instruct_4,26029,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
2014.3999999910593,,instruct_5,28046,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
1009.7000000029802,,instruct_6,29059,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
1286.9000000059605,,instruct_7,30350,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,31255,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
0.5999999940395355,,prac_atten_color,31771,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
30.700000002980232,,prac_atten_color_black,33777,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,34678,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
345.29999999701977,,prac_atten_color,35538,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,37541,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,38102,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
509.70000000298023,,prac_atten_color,39024,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,41031,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,41530,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,42014,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
49.3999999910593,,prac_atten_color_black,44019,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,44953,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
438.70000000298023,,prac_atten_color,46032,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,48047,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,48391,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
609.4000000059605,,prac_atten_color,49112,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
159.8999999910593,,prac_atten_color_black,51128,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,51830,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
378,,prac_atten_color,52661,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,54667,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,55260,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
477.29999999701977,,prac_atten_color,56351,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,58366,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,58695,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,59257,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
74.80000001192093,,prac_atten_color_black,61270,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,62133,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
427.40000000596046,,prac_atten_color,62899,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,64904,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
3736.7000000029802,,attentioncheck_feedback,68645,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,
964.5,,last_instruct,69611,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),73129,,,,,,,,black_plus_sign,,,null,object_04b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),73853,,,,,,,,green,,,null,object_04b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,74369,,,,,,,,green,,,null,object_04b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,
861.2999999970198,,prac_rt_thecrossant_black,75667,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,75777,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),79295,,,,,,,,black_plus_sign,,,null,object_13b.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,80012,,,,,,,,green,,,null,object_04b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,
490.20000000298023,,prac_rt_plussign_withcolor,80514,,,,,,,,green,,,50,object_13b.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,81998,,,,,,,,black_plus_sign,,,null,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,82102,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
