rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
10409,{worker_id:55900dcffdf99b3f7aada3f5},id_enter,10412,object_15c.png; object_10b.png; object_08b.png; object_03c.png; object_09c.png; object_14c.png; object_02c.png; object_13c.png; object_02b.png; object_06c.png; object_08a.png; object_03b.png; object_04a.png; object_10a.png; object_14a.png,object_02a.png; object_08c.png; object_07c.png; object_12a.png; object_03a.png; object_05c.png; object_07b.png; object_11b.png; object_12c.png; object_14b.png; object_04b.png; object_07a.png; object_04c.png; object_09b.png; object_13b.png,object_01c.png; object_01b.png; object_06a.png; object_15b.png; object_12b.png; object_09a.png; object_13a.png; object_01a.png; object_05a.png; object_11c.png; object_11a.png; object_15a.png; object_06b.png; object_05b.png; object_10c.png,blocked,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36,5/11/2025, 3:03:02 PM,2025-05-11 22:03:02.174,,,,,,,,,,,,,,,,,,,,,,,,,,,
26188,,make_fullscreen,36616,,,,,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,,,,,
7212.899999976158,,instruct_1,43831,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
12812.399999976158,,instruct_2,56648,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
7514.400000095367,,instruct_3,64163,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
27178.300000071526,,instruct_4,91344,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
16201.599999904633,,instruct_5,107547,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
5982.399999976158,,instruct_6,113531,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
36862.5,,instruct_7,150396,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,150825,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,151801,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1054.8999999761581,,prac_atten_color_black,153802,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,154232,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,154697,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
525.2000000476837,,prac_atten_color_black,156699,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,157639,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
903.3999999761581,,prac_atten_color,158660,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,160663,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,161048,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
410,,prac_atten_color,161804,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,163806,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,164458,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,164890,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
174.39999997615814,,prac_atten_color_black,166893,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,167867,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,168421,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
80.5,,prac_atten_color_black,170423,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,171276,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
857,,prac_atten_color,172143,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,174146,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,174684,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
549.1000000238419,,prac_atten_color,175366,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,177367,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,178092,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
535.7999999523163,,prac_atten_color,178816,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,180820,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,181501,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
901.3000000715256,,prac_atten_color,182546,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
189.20000004768372,,prac_atten_color_black,184547,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
7847.200000047684,,attentioncheck_feedback,192396,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
13552.199999928474,,last_instruct,205949,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),209452,,,,,,,,black_plus_sign,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),210026,,,,,,,,blue,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,210527,,,,,,,,blue,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,211959,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,212062,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),215566,,,,,,,,black_plus_sign,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,216266,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,216768,,,,,,,,green,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,218262,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,,
null,,warning_page,223265,,,,,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,223367,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),226870,,,,,,,,black_plus_sign,,,null,object_10a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,227568,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,228070,,,,,,,,green,,,null,object_10a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
1530.8999999761581,,prac_rt_thecrossant_black,229389,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,229492,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),232996,,,,,,,,black_plus_sign,,,null,object_15c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,233696,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,234198,,,,,,,,green,,,null,object_15c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
1558.6999999284744,,prac_rt_thecrossant_black,235648,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,235751,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
25942,,instruct_dir_01,261696,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
13834,,instruct_dir_2,275531,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
8550.599999904633,,instruct_dir_3,284083,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
8905.700000047684,,instruct_dir_4,292991,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,293093,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
4884.199999928474,,intro_0,297979,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
2999,,prac_directmemory_phase,300980,,,,,,,,practice/object_02b.png,,,51,,,,0,practice/object_02a.png,practice/object_03a.png,practice/object_01a.png,practice/object_02a.png,0,0,,,,,,,,,,,,,
3389.100000023842,,prac_directmemory_phase,304374,,,,,,,,practice/object_03b.png,,,49,,,,0,practice/object_02a.png,practice/object_03a.png,practice/object_04a.png,practice/object_03a.png,0,0,,,,,,,,,,,,,
2093.7999999523163,,prac_directmemory_phase,306469,,,,,,,,practice/object_04b.png,,,51,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,0,0,,,,,,,,,,,,,
2682.2000000476837,,prac_directmemory_phase,309155,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_01a.png,1,0.25,,,,,,,,,,,,,
8938.600000023842,,practice_feedback_force_restart,318096,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,
14419.399999976158,,last_instruct,332516,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),336019,,,,,,,,black_plus_sign,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),337021,,,,,,,,blue,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,337523,,,,,,,,blue,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,338527,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,338630,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),342133,,,,,,,,black_plus_sign,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,342833,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,343335,,,,,,,,green,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
1483.8999999761581,,prac_rt_thecrossant_black,344635,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,344738,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),348242,,,,,,,,black_plus_sign,,,null,object_10a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,348941,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,349443,,,,,,,,green,,,null,object_10a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
1216.2999999523163,,prac_rt_thecrossant_black,350657,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,350759,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),354262,,,,,,,,black_plus_sign,,,null,object_15c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,354962,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,355464,,,,,,,,green,,,null,object_15c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
1109.6000000238419,,prac_rt_thecrossant_black,356381,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,356484,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
4880.600000023842,,instruct_dir_01,361367,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
3050.5,,instruct_dir_2,364419,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
5962.900000095367,,instruct_dir_3,370383,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
13046.800000071526,,instruct_dir_4,383431,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,383533,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
2193.899999976158,,intro_0,385729,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
4286.899999976158,,prac_directmemory_phase,390018,,,,,,,,practice/object_02b.png,,,50,,,,0,practice/object_02a.png,practice/object_03a.png,practice/object_01a.png,practice/object_02a.png,0,0,,,,,,,,,,,,,
5018.200000047684,,prac_directmemory_phase,395040,,,,,,,,practice/object_03b.png,,,50,,,,1,practice/object_02a.png,practice/object_03a.png,practice/object_04a.png,practice/object_03a.png,1,0.5,,,,,,,,,,,,,
3206,,prac_directmemory_phase,398250,,,,,,,,practice/object_04b.png,,,49,,,,1,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,1,0.6666666666666666,,,,,,,,,,,,,
1669.6999999284744,,prac_directmemory_phase,399921,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_01a.png,1,0.75,,,,,,,,,,,,,
10113.100000023842,,practice_feedback,410036,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
13402.5,,proceed_actualTask,423440,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
13051.100000023842,,last_inst,436492,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,439994,,,,,,,,black_plus_sign,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,440693,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,441196,,,,,,,,green,,,null,object_08b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
1283,,rt_thecrossant_black1,442506,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,442609,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,446113,,,,,,,,black_plus_sign,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,446801,,,,,,,,green,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
