rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,completion_code
14345.799999713898,{worker_id:673b5af372053fd337ec2b07},id_enter,14353,object_08b.png; object_01c.png; object_05a.png; object_05c.png; object_06c.png; object_13a.png; object_07a.png; object_11a.png; object_14b.png; object_12a.png; object_14a.png; object_10a.png; object_12c.png; object_13c.png; object_07b.png,object_09b.png; object_10c.png; object_13b.png; object_03b.png; object_04c.png; object_02c.png; object_02a.png; object_03a.png; object_14c.png; object_15b.png; object_05b.png; object_04a.png; object_11b.png; object_02b.png; object_04b.png,object_10b.png; object_06a.png; object_03c.png; object_12b.png; object_06b.png; object_08a.png; object_08c.png; object_01b.png; object_07c.png; object_11c.png; object_09c.png; object_15c.png; object_15a.png; object_01a.png; object_09a.png,interleaved,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36,4/28/2025, 7:36:03 PM,2025-04-28 23:36:03.636,,,,,,,,,,,,,,,,
49794.60000038147,,make_fullscreen,64215,,,,,,,,fullscreen,0,,,,,,,,,,,,,,
27487.799999713898,,instruct_1,91709,,,,,,,,instruct,0,Next,,,,,,,,,,,,,
19726.5,,instruct_2,111439,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
17048.200000286102,,instruct_3,128490,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
49356.40000009537,,instruct_4,177850,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
20762.5,,instruct_5,198616,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
9422.199999809265,,instruct_6,208041,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
62972.7000002861,,instruct_7,271017,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
null,,prac_atten_color_black,271473,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_atten_color,272448,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,
null,,prac_atten_color_black,274452,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
20429.10000038147,,attentioncheck_help,294885,,,,,,,,instruct,,,32,,,,,,,,,,,,
null,,prac_atten_color_black,295341,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_atten_color,296247,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,
68.09999990463257,,prac_atten_color_black,298257,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,
null,,prac_atten_color_black,298766,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
