rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
25035.5,{worker_id:676b040df6d7ded171203036},id_enter,25039,object_06b.png; object_03a.png; object_01a.png; object_03b.png; object_03c.png; object_04c.png; object_13c.png; object_04a.png; object_10a.png; object_09b.png; object_01c.png; object_13a.png; object_09c.png; object_07b.png; object_04b.png,object_05c.png; object_15c.png; object_15a.png; object_02b.png; object_07a.png; object_09a.png; object_12c.png; object_07c.png; object_06a.png; object_11a.png; object_10c.png; object_08b.png; object_05b.png; object_11c.png; object_08a.png,object_02c.png; object_14b.png; object_14c.png; object_01b.png; object_13b.png; object_12b.png; object_14a.png; object_11b.png; object_10b.png; object_08c.png; object_05a.png; object_15b.png; object_06c.png; object_02a.png; object_12a.png,blocked,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36,28/04/2025, 17:51:44,2025-04-28 23:51:45.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37138.10000002384,,make_fullscreen,62199,,,,,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7429.399999976158,,instruct_1,69630,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
58846.10000002384,,instruct_2,128478,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
8254.399999976158,,instruct_3,136734,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
19246.19999998808,,instruct_4,155982,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
66606.70000004768,,instruct_5,222590,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
6158.899999976158,,instruct_6,228751,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
38221,,instruct_7,266974,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,267710,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,268379,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
45.60000002384186,,prac_atten_color_black,270382,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,271122,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
591.3999999761581,,prac_atten_color,271851,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,273853,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,274533,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
461.80000001192093,,prac_atten_color,275083,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,277084,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,277941,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
353.2999999523163,,prac_atten_color,278570,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,280572,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,281347,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
430.89999997615814,,prac_atten_color,281915,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,283918,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,284754,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
512.6000000238419,,prac_atten_color,285671,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,287673,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,288163,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,288571,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
152.39999997615814,,prac_atten_color_black,290573,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,291572,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
363.5999999642372,,prac_atten_color,292019,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,294022,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,294981,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
513.8000000119209,,prac_atten_color,295580,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,297581,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,298385,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
410.19999998807907,,prac_atten_color,299247,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,301250,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
8642.199999988079,,attentioncheck_feedback,309895,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,,
30291.30000001192,,last_instruct,340187,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),343690,,,,,,,,black_plus_sign,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),344673,,,,,,,,green,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,345175,,,,,,,,green,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
1155.1000000238419,,prac_rt_thecrossant_black,346200,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,346303,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),349806,,,,,,,,black_plus_sign,,,null,object_04a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,350829,,,,,,,,blue,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,351331,,,,,,,,blue,,,null,object_04a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,,
1386.2000000476837,,prac_rt_thecrossant_black,352424,,,,,,,,black_plus_sign,,,50,,,0,0.5,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,352527,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),356031,,,,,,,,black_plus_sign,,,null,object_09c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,357054,,,,,,,,blue,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,357557,,,,,,,,blue,,,null,object_09c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,,
1189.8999999761581,,prac_rt_thecrossant_black,358807,,,,,,,,black_plus_sign,,,49,,,1,0.6666666666666666,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,358910,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),362415,,,,,,,,black_plus_sign,,,null,object_10a.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,363452,,,,,,,,blue,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,363954,,,,,,,,green,,,null,object_10a.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,,
985.0999999642372,,prac_rt_thecrossant_black,365229,,,,,,,,black_plus_sign,,,50,,,1,0.75,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,365332,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
13969,,instruct_dir_01,379302,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
9166.5,,instruct_dir_2,388470,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
6342.600000023842,,instruct_dir_3,394814,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
7318.599999964237,,instruct_dir_4,402134,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,402236,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
3173.100000023842,,intro_0,405410,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
2080.699999988079,,prac_directmemory_phase,407492,,,,,,,,practice/object_02b.png,,,50,,,1,,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,practice/object_02a.png,1,1,,,,,,,,,,,,,,
2495.399999976158,,prac_directmemory_phase,409989,,,,,,,,practice/object_04b.png,,,49,,,0,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_04a.png,0,0.5,,,,,,,,,,,,,,
2972.300000011921,,prac_directmemory_phase,412964,,,,,,,,practice/object_03b.png,,,50,,,1,,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_03a.png,1,0.6666666666666666,,,,,,,,,,,,,,
3264.099999964237,,prac_directmemory_phase,416231,,,,,,,,practice/object_01b.png,,,50,,,0,,practice/object_01a.png,practice/object_03a.png,practice/object_04a.png,practice/object_01a.png,0,0.5,,,,,,,,,,,,,,
17310.299999952316,,practice_feedback_force_restart,433543,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,,
81345.80000001192,,last_instruct,514890,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),518392,,,,,,,,black_plus_sign,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),519297,,,,,,,,green,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,519799,,,,,,,,green,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
1406.699999988079,,prac_rt_thecrossant_black,520907,,,,,,,,black_plus_sign,,,50,,,1,0.8,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,521010,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),524512,,,,,,,,black_plus_sign,,,null,object_04a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,525535,,,,,,,,blue,,,null,object_06b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
