rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice
11170.300000011921,{worker_id:5c1ffe5295f978000173df84},id_enter,11172,object_15b.png; object_08b.png; object_12b.png; object_10c.png; object_08c.png; object_12c.png; object_06b.png; object_01a.png; object_02c.png; object_02b.png; object_13c.png; object_10b.png; object_11c.png; object_11a.png; object_14b.png,object_04a.png; object_08a.png; object_09c.png; object_13b.png; object_03b.png; object_01b.png; object_04b.png; object_15c.png; object_06a.png; object_10a.png; object_03c.png; object_05c.png; object_03a.png; object_14a.png; object_11b.png,object_07b.png; object_09a.png; object_01c.png; object_05b.png; object_15a.png; object_06c.png; object_13a.png; object_07a.png; object_05a.png; object_14c.png; object_07c.png; object_02a.png; object_12a.png; object_04c.png; object_09b.png,interleaved,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36,5/8/2025, 8:38:57 PM,2025-05-09 00:38:57.074,,,,,,,,,,,,,,,
10058.39999999106,,make_fullscreen,21245,,,,,,,,fullscreen,0,,,,,,,,,,,,,
2015.5,,instruct_1,23262,,,,,,,,instruct,0,Next,,,,,,,,,,,,
24480.60000000894,,instruct_2,47743,,,,,,,,instruct,1,Next,,,,,,,,,,,,
17571.89999999106,,instruct_3,65316,,,,,,,,instruct,1,Next,,,,,,,,,,,,
10477.29999999702,,instruct_4,75795,,,,,,,,instruct,1,Next,,,,,,,,,,,,
6696.600000008941,,instruct_5,82492,,,,,,,,instruct,1,Next,,,,,,,,,,,,
2429.3999999910593,,instruct_6,84923,,,,,,,,instruct,1,Next,,,,,,,,,,,,
14789.70000000298,,instruct_7,99713,,,,,,,,instruct,1,Next,,,,,,,,,,,,
null,,prac_atten_color_black,100277,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
754.7000000029802,,prac_atten_color,101120,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,103122,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,103685,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
638.9000000059605,,prac_atten_color,104701,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,106703,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,107090,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,107538,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
265.3999999910593,,prac_atten_color_black,109539,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,110505,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
381.3999999910593,,prac_atten_color,111566,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,113567,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,113910,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
441.20000000298023,,prac_atten_color,114754,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,116756,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,117316,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,117735,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
171,,prac_atten_color_black,119736,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,120721,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
535.2999999970198,,prac_atten_color,121709,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,123711,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,124126,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
458.6000000089407,,prac_atten_color,124822,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,126824,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,127532,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
387.79999999701977,,prac_atten_color,127985,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,129987,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,130938,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
544.7000000029802,,prac_atten_color,131529,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,133530,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
5211.899999991059,,attentioncheck_feedback,138744,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,
7661,,last_instruct,146405,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),149907,,,,,,,,black_plus_sign,,,null,object_07b.png,object_04a.png,,,,,,,,,
