rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
6729,{worker_id:5e9c8deb90dd470441c7f98e},id_enter,6731,object_03a.png; object_13b.png; object_03c.png; object_04a.png; object_14a.png; object_09c.png; object_05c.png; object_11a.png; object_12c.png; object_01c.png; object_03b.png; object_01b.png; object_07b.png; object_08b.png; object_15a.png,object_02c.png; object_13a.png; object_06c.png; object_04c.png; object_11b.png; object_10a.png; object_02a.png; object_09b.png; object_13c.png; object_09a.png; object_14c.png; object_04b.png; object_11c.png; object_15b.png; object_01a.png,object_02b.png; object_12a.png; object_06b.png; object_14b.png; object_05a.png; object_08c.png; object_07a.png; object_06a.png; object_05b.png; object_07c.png; object_12b.png; object_10b.png; object_08a.png; object_10c.png; object_15c.png,interleaved,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36,5/8/2025, 3:08:39 PM,2025-05-08 19:08:39.545,,,,,,,,,,,,,,,,,,,,,,,,,,
15477.399999976158,,make_fullscreen,22222,,,,,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,,,,
5493.899999976158,,instruct_1,27718,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
21727.300000071526,,instruct_2,49446,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
13769.600000023842,,instruct_3,63217,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
21273,,instruct_4,84492,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
28838.100000023842,,instruct_5,113331,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
22396.700000047684,,instruct_6,135729,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
17574.5,,instruct_7,153304,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,154185,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,154709,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,156711,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
9415,,attentioncheck_help,166128,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,167008,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,167690,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
17.100000023841858,,prac_atten_color_black,169692,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,170414,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
576.8999999761581,,prac_atten_color,171027,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,173028,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,173818,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
482.60000002384186,,prac_atten_color,174448,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,176451,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,177225,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,177757,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
75.29999995231628,,prac_atten_color_black,179759,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,180632,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
601,,prac_atten_color,181719,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,183720,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,184038,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
569.5,,prac_atten_color,184643,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,186645,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,187443,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
501.7999999523163,,prac_atten_color,188127,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,190129,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,190848,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
379,,prac_atten_color,191467,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,193468,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,194253,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
542,,prac_atten_color,195140,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,197141,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
19237,,attentioncheck_feedback,216380,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,
10093.699999928474,,last_instruct,226474,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
