rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
24169.699999928474,{worker_id:67e8e742e96d381fb2740e3e},id_enter,24177,object_11a.png; object_02b.png; object_02a.png; object_03c.png; object_10b.png; object_08b.png; object_04c.png; object_09a.png; object_06b.png; object_07c.png; object_15c.png; object_09c.png; object_14a.png; object_03a.png; object_04b.png,object_10c.png; object_13b.png; object_02c.png; object_04a.png; object_08c.png; object_07b.png; object_03b.png; object_01a.png; object_15b.png; object_09b.png; object_11b.png; object_12a.png; object_06a.png; object_07a.png; object_05a.png,object_14b.png; object_13c.png; object_01c.png; object_01b.png; object_05b.png; object_14c.png; object_08a.png; object_06c.png; object_12b.png; object_12c.png; object_11c.png; object_15a.png; object_05c.png; object_13a.png; object_10a.png,interleaved,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36,5/8/2025, 3:39:28 PM,2025-05-08 20:39:28.371,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420.200000047684,,make_fullscreen,34623,,,,,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,,,,,
1771.8999999761581,,instruct_1,36398,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
5079.099999904633,,instruct_2,41479,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
25062.799999952316,,instruct_3,66543,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
11950.799999952316,,instruct_4,78495,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
2726.5,,instruct_5,81223,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
3143.2999999523163,,instruct_6,84367,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4037.899999976158,,instruct_7,88406,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,89090,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
