rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
823685.7999999523,{worker_id:67e8e0c0be5802df7311d109},id_enter,823688,object_12b.png; object_07c.png; object_06a.png; object_11a.png; object_13c.png; object_05a.png; object_13a.png; object_08a.png; object_11b.png; object_15c.png; object_07b.png; object_15b.png; object_14c.png; object_14b.png; object_04c.png,object_11c.png; object_10c.png; object_03c.png; object_05b.png; object_02b.png; object_03b.png; object_10a.png; object_07a.png; object_02a.png; object_05c.png; object_06b.png; object_01b.png; object_01a.png; object_04b.png; object_10b.png,object_09a.png; object_12a.png; object_02c.png; object_08b.png; object_14a.png; object_12c.png; object_09c.png; object_04a.png; object_01c.png; object_03a.png; object_09b.png; object_06c.png; object_08c.png; object_13b.png; object_15a.png,interleaved,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36,5/8/2025, 2:31:25 PM,2025-05-08 19:31:25.949,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661.1999999284744,,make_fullscreen,826372,,,,,,,,fullscreen,0,,,,,,,,,,,,,,,,,,,,,,,,,
10400.600000023842,,instruct_1,836776,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
6251.799999952316,,instruct_2,843032,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
8005.700000047684,,instruct_3,851038,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
229998.89999997616,,instruct_4,1081038,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
11449.399999976158,,instruct_5,1092489,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
2525.2999999523163,,instruct_6,1095015,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
40731.50000011921,,instruct_7,1135747,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1136374,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
610.5,,prac_atten_color,1137160,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1139162,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1139781,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,1140334,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
37.39999985694885,,prac_atten_color_black,1142337,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1143189,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
